"","Cong","X","X.1","X.2","State","X.3","Name","Dim1","Dim2","X.4","X.5","X.6","X0.714"
"6663",90,4898,13,0,"NEW YOR",200,"JAVITS",-0.1589,-0.987,-96.33504,469,40,0.878
"6664",90,3670,13,0,"NEW YOR",200,"GOODELL",-0.2593,-0.9658,-4.03083,31,1,0.79
"6665",90,10809,13,0,"NEW YOR",100,"KENNEDY  R.",-0.472,-0.249,-85.2605,362,34,0.79
"6666",90,5073,47,0,"NORTH C",100,"JORDAN  B.",-0.0625,0.81,-102.52514,435,41,0.79
"6667",90,2987,47,0,"NORTH C",100,"ERVIN",0.0086,1.0616,-114.57224,485,51,0.728
"6668",90,10450,36,0,"NORTH D",200,"YOUNG  M.",0.1704,0.0353,-155.66792,490,75,0.686
"6669",90,1252,36,0,"NORTH D",100,"BURDICK",-0.3702,0.4132,-183.42952,486,91,0.647
"6670",90,10454,24,0,"OHIO",100,"YOUNG  S.",-0.6658,0.6693,-203.69275,468,105,0.621
"6671",90,5500,24,0,"OHIO",100,"LAUSCHE",0.2445,-0.3887,-211.10045,443,109,0.703
"6672",90,6597,53,0,"OKLAHOM",100,"MONRONEY",-0.2584,0.3239,-159.05064,451,77,0.746
"6673",90,10805,53,0,"OKLAHOM",100,"HARRIS",-0.3971,0.2796,-127.94044,437,60,0.678
"6674",90,6738,72,0,"OREGON",100,"MORSE",-1.0049,1.0072,-193.55289,499,100,0.597
"6675",90,11203,72,0,"OREGON",200,"HATFIELD",0.0917,-0.9836,-244.14291,473,133,0.708
"6676",90,8301,14,0,"PENNSYL",200,"SCOTT",0.137,-0.81,-175.65404,509,79,0.736
"6677",90,1776,14,0,"PENNSYL",100,"CLARK",-0.612,0.1688,-145.59671,474,62,0.716
"6678",90,7229,5,0,"RHODE I",100,"PASTORE",-0.2416,-0.0582,-170.52431,511,74,0.735
"6679",90,10818,5,0,"RHODE I",100,"PELL",-0.3094,-0.1292,-147.00076,477,67,0.67
"6680",90,11204,48,0,"SOUTH C",100,"HOLLINGS",-0.2353,0.9105,-188.98055,472,87,0.786
"6681",90,9369,48,0,"SOUTH C",200,"THURMOND",0.4127,0.1257,-123.57906,514,62,0.674
"6682",90,6256,37,0,"SOUTH D",100,"MCGOVERN",-0.5422,0.3934,-159.52013,405,66,0.75
"6683",90,6796,37,0,"SOUTH D",200,"MUNDT",0.2769,-0.2089,-139.62801,485,56,0.724
"6684",90,11200,54,0,"TENNESS",200,"BAKER",0.2633,-0.4616,-149.37798,463,64,0.631
"6685",90,3704,54,0,"TENNESS",100,"GORE",-0.5343,0.8971,-183.93274,400,90,0.722
"6686",90,10414,49,0,"TEXAS",100,"YARBOROUGH",-0.4628,0.6075,-137.28445,421,62,0.756
"6687",90,10823,49,0,"TEXAS",200,"TOWER",0.4547,-0.1,-144.11087,515,61,0.733
"6688",90,645,67,0,"UTAH",200,"BENNETT",0.4649,-0.4364,-158.21674,509,71,0.707
"6689",90,6754,67,0,"UTAH",100,"MOSS",-0.3777,0.266,-162.52824,468,79,0.668
"6690",90,7637,6,0,"VERMONT",200,"PROUTY",0.1668,-0.6229,-182.86874,453,98,0.646
"6691",90,52,6,0,"VERMONT",200,"AIKEN",0.0794,-0.5007,-198.49106,455,109,0.658
"6692",90,11206,40,0,"VIRGINI",100,"SPONG",-0.17,0.525,-210.80879,504,113,0.682
"6693",90,10802,40,0,"VIRGINI",100,"BYRD  H.",0.0425,0.8439,-191.7131,501,99,0.738
"6694",90,5913,73,0,"WASHING",100,"MAGNUSON",-0.2998,0.261,-141.05106,464,62,0.749
"6695",90,4851,73,0,"WASHING",100,"JACKSON",-0.2627,0.1199,-147.66266,512,60,0.73
"6696",90,7722,56,0,"WEST VI",100,"RANDOLPH",-0.2484,0.284,-163.31963,519,71,0.692
"6697",90,1366,56,0,"WEST VI",100,"BYRD  R.",-0.2317,0.5945,-188.43686,512,88,0.578
"6698",90,7638,25,0,"WISCONS",100,"PROXMIRE",-0.5092,0.5848,-284.51227,519,128,0.728
"6699",90,10816,25,0,"WISCONS",100,"NELSON",-0.5727,0.3273,-145.37053,458,57,0.815
"6700",90,11202,68,0,"WYOMING",200,"HANSEN",0.4979,-0.2984,-95.95715,468,40,0.719
"6701",90,6249,68,0,"WYOMING",100,"MCGEE",-0.2111,0.1677,-150.43802,456,57,0.773
"6702",91,99904,99,0,"USA",200,"NIXON",0.4674,-0.8841,-32.12146,125,10,0.759
"6703",91,8764,41,0,"ALABAMA",100,"SPARKMAN",-0.1318,0.7182,-128.98389,467,50,0.712
"6704",91,12100,41,0,"ALABAMA",100,"ALLEN",0.0049,0.9927,-183.37157,540,92,0.709
"6705",91,12105,81,0,"ALASKA",100,"GRAVEL",-0.4137,0.2814,-144.80212,421,65,0.629
"6706",91,12109,81,0,"ALASKA",200,"STEVENS",0.1435,-0.7327,-214.95973,463,105,0.767
"6707",91,3658,61,0,"ARIZONA",200,"GOLDWATER",0.6511,-0.5275,-90.3458,340,40,0.819
"6708",91,10804,61,0,"ARIZONA",200,"FANNIN",0.4898,-0.1974,-100.07233,502,48,0.787
"6709",91,6151,42,0,"ARKANSA",100,"MCCLELLAN",0.0581,0.669,-115.33345,482,49,0.635
"6710",91,3388,42,0,"ARKANSA",100,"FULBRIGHT",-0.6112,1.2842,-212.31264,468,108,0.744
"6711",91,10814,71,0,"CALIFOR",200,"MURPHY",0.335,-0.37,-147.76515,499,68,0.762
"6712",91,12103,71,0,"CALIFOR",100,"CRANSTON",-0.3551,0.0654,-141.16064,520,71,0.768
"6713",91,142,62,0,"COLORAD",200,"ALLOTT",0.3171,-0.5063,-145.41473,552,63,0.698
"6714",91,10514,62,0,"COLORAD",200,"DOMINICK",0.3604,-0.5508,-185.43124,515,81,0.73
"6715",91,7847,1,0,"CONNECT",100,"RIBICOFF",-0.3225,-0.1708,-167.44208,533,70,0.598
"6716",91,2636,1,0,"CONNECT",100,"DODD",-0.1634,0.1023,-167.47301,326,78,0.731
"6717",91,823,11,0,"DELAWAR",200,"BOGGS",0.1712,-0.673,-171.16187,547,75,0.635
"6718",91,10163,11,0,"DELAWAR",200,"WILLIAMS J",0.6885,-0.8282,-247.27385,545,127,0.758
"6719",91,10593,43,0,"FLORIDA",200,"GURNEY",0.3067,-0.0853,-144.40497,521,65,0.747
"6720",91,4520,43,0,"FLORIDA",100,"HOLLAND",0.0715,0.6845,-162.05359,556,86,0.76
"6721",91,8138,44,0,"GEORGIA",100,"RUSSELL",0.1916,1.1166,-85.07523,310,33,0.787
"6722",91,9174,44,0,"GEORGIA",100,"TALMADGE",-0.0537,0.8917,-126.00359,526,48,0.758
"6723",91,4812,82,0,"HAWAII",100,"INOUYE",-0.2982,0.1172,-122.89765,443,58,0.658
"6724",91,3255,82,0,"HAWAII",200,"FONG",0.1736,-0.5776,-197.37379,471,102,0.729
"6725",91,10807,63,0,"IDAHO",200,"JORDAN L.",0.3235,-0.443,-166.56445,527,81,0.736
"6726",91,1721,63,0,"IDAHO",100,"CHURCH",-0.3588,0.3997,-145.46788,474,76,0.729
"6727",91,2609,21,0,"ILLINOI",200,"DIRKSEN",0.2697,-0.5009,-18.60979,59,6,0.71
"6728",91,11205,21,0,"ILLINOI",200,"PERCY",0.0452,-0.8901,-179.73141,525,97,0.671
"6729",91,12110,21,0,"ILLINOI",200,"SMITH",0.2447,-0.6054,-150.60345,378,70,0.803
"6730",91,13102,21,0,"ILLINOI",100,"STEVENSON",-0.3451,-0.0903,-11.42818,52,6,0.793
"6731",91,10800,22,0,"INDIANA",100,"BAYH",-0.39,0.1907,-102.4854,442,46,0.729
"6732",91,4154,22,0,"INDIANA",100,"HARTKE",-0.4096,0.3741,-130.62715,413,55,0.816
"6733",91,12106,31,0,"IOWA",100,"HUGHES",-0.5508,0.379,-106.63874,524,39,0.688
"6734",91,10812,31,0,"IOWA",200,"MILLER",0.2754,-0.5017,-207.17445,554,93,0.705
"6735",91,10817,32,0,"KANSAS",200,"PEARSON",0.1183,-0.5084,-185.31877,531,85,0.741
"6736",91,10513,32,0,"KANSAS",200,"DOLE",0.2556,-0.4507,-163.25409,544,83,0.57
"6737",91,2052,51,0,"KENTUCK",200,"COOPER",0.1073,-0.5755,-286.79675,511,149,0.58
"6738",91,12102,51,0,"KENTUCK",200,"COOK",0.137,-0.508,-273.87173,503,125,0.714
"6739",91,5767,45,0,"LOUISIA",100,"LONG",-0.133,0.8203,-163.38019,486,77,0.686
"6740",91,2901,45,0,"LOUISIA",100,"ELLENDER",-0.0353,1.0601,-205.05222,545,83,0.638
"6741",91,8666,2,0,"MAINE",200,"SMITH",0.1264,-0.3994,-248.39804,552,121,0.797
"6742",91,6831,2,0,"MAINE",100,"MUSKIE",-0.374,0.0657,-110.02834,484,50,0.753
"6743",91,10535,52,0,"MARYLAN",200,"MATHIAS",-0.0737,-0.9104,-133.40047,470,60,0.786
"6744",91,10824,52,0,"MARYLAN",100,"TYDINGS",-0.348,0.007,-86.90819,360,36,0.855
"6745",91,10808,3,0,"MASSACH",100,"KENNEDY",-0.4658,-0.2822,-71.39336,456,28,0.757
"6746",91,11201,3,0,"MASSACH",200,"BROOKE",-0.1085,-0.8951,-153.86426,554,70,0.695
"6747",91,3824,23,0,"MICHIGA",200,"GRIFFIN",0.3296,-0.8868,-188.79012,518,98,0.839
"6748",91,4148,23,0,"MICHIGA",100,"HART",-0.4696,-0.1937,-91.75703,523,35,0.71
"6749",91,6134,33,0,"MINNESO",100,"MCCARTHY",-0.4899,0.154,-90.79787,265,40,0.856
"6750",91,10813,33,0,"MINNESO",100,"MONDALE",-0.4355,-0.0944,-78.87407,509,34,0.782
"6751",91,8883,46,0,"MISSISS",100,"STENNIS",-0.024,0.8655,-123.9665,505,55,0.801
"6752",91,2822,46,0,"MISSISS",100,"EASTLAND",0.0805,0.8508,-94.54485,425,36,0.781
"6753",91,12104,34,0,"MISSOUR",100,"EAGLETON",-0.3702,0.3159,-123.55674,500,56,0.767
"6754",91,9141,34,0,"MISSOUR",100,"SYMINGTON",-0.3101,0.3502,-117.30968,443,50,0.692
"6755",91,5967,64,0,"MONTANA",100,"MANSFIELD",-0.4865,0.6644,-197.61394,536,100,0.67
"6756",91,6442,64,0,"MONTANA",100,"METCALF",-0.4572,0.515,-183.99521,459,85,0.837
"6757",91,4660,35,0,"NEBRASK",200,"HRUSKA",0.4276,-0.2178,-93.67464,527,43,0.833
"6758",91,2267,35,0,"NEBRASK",200,"CURTIS",0.5071,-0.224,-101.23875,553,42,0.71
"6759",91,1482,65,0,"NEVADA",100,"CANNON",-0.1778,0.4439,-157.76183,461,81,0.735
"6760",91,688,65,0,"NEVADA",100,"BIBLE",-0.1907,0.5263,-160.06087,521,76,0.711
"6761",91,2087,4,0,"NEW HAM",200,"COTTON",0.423,-0.4201,-174.02461,510,77,0.687
"6762",91,10810,4,0,"NEW HAM",100,"MCINTYRE",-0.2633,0.1657,-198.84929,529,97,0.829
"6763",91,10147,12,0,"NEW JER",100,"WILLIAMS H",-0.3419,-0.2793,-98.03025,524,46,0.791
"6764",91,1569,12,0,"NEW JER",200,"CASE",-0.2196,-0.9705,-127.44206,543,66,0.699
"6765",91,165,66,0,"NEW MEX",100,"ANDERSON",-0.1668,0.1788,-131.60188,367,60,0.726
"6766",91,6611,66,0,"NEW MEX",100,"MONTOYA",-0.2467,0.252,-138.44096,433,70,0.789
"6767",91,4898,13,0,"NEW YOR",200,"JAVITS",-0.1643,-0.9868,-119.596,506,59,0.781
"6768",91,3670,13,0,"NEW YOR",200,"GOODELL",-0.2593,-0.9658,-131.00737,529,53,0.777
"6769",91,2987,47,0,"NORTH C",100,"ERVIN",0.0029,1.1055,-135.12393,536,66,0.765
"6770",91,5073,47,0,"NORTH C",100,"JORDAN",-0.0784,0.822,-130.66859,488,58,0.729
"6771",91,1252,36,0,"NORTH D",100,"BURDICK",-0.3619,0.4224,-165.91855,524,86,0.756
"6772",91,10450,36,0,"NORTH D",200,"YOUNG  M.",0.166,0.0258,-147.63773,527,56,0.603
"6773",91,12108,24,0,"OHIO",200,"SAXBE",0.254,-0.9672,-214.29572,423,114,0.759
"6774",91,10454,24,0,"OHIO",100,"YOUNG  S.",-0.7404,0.8352,-123.54123,447,55,0.772
"6775",91,10805,53,0,"OKLAHOM",100,"HARRIS",-0.3971,0.2796,-131.00407,507,54,0.665
"6776",91,12101,53,0,"OKLAHOM",200,"BELLMON",0.377,-0.7189,-194.28766,477,83,0.665
"6777",91,12107,72,0,"OREGON",200,"PACKWOOD",0.138,-0.8079,-196.35265,482,93,0.64
"6778",91,11203,72,0,"OREGON",200,"HATFIELD",0.086,-0.9844,-237.66891,532,119,0.746
"6779",91,10557,14,0,"PENNSYL",200,"SCHWEIKER",-0.1321,-0.6949,-158.08252,539,87,0.719
"6780",91,8301,14,0,"PENNSYL",200,"SCOTT",0.1404,-0.8146,-178.07135,540,85,0.708
"6781",91,7229,5,0,"RHODE I",100,"PASTORE",-0.2461,-0.032,-190.69933,553,92,0.744
"6782",91,10818,5,0,"RHODE I",100,"PELL",-0.3136,-0.1425,-145.4955,493,72,0.684
"6783",91,11204,48,0,"SOUTH C",100,"HOLLINGS",-0.2407,0.9159,-183.97655,485,89,0.826
"6784",91,9369,48,0,"SOUTH C",200,"THURMOND",0.4099,0.113,-104.13603,545,57,0.766
"6785",91,6796,37,0,"SOUTH D",200,"MUNDT",0.2792,-0.2377,-112.60094,423,46,0.832
"6786",91,6256,37,0,"SOUTH D",100,"MCGOVERN",-0.5451,0.3773,-89.00455,485,34,0.747
"6787",91,11200,54,0,"TENNESS",200,"BAKER",0.2617,-0.4857,-141.07678,484,64,0.645
"6788",91,3704,54,0,"TENNESS",100,"GORE",-0.5701,0.9535,-166.79193,381,88,0.745
"6789",91,10414,49,0,"TEXAS",100,"YARBOROUGH",-0.4884,0.6217,-124.29871,423,63,0.792
"6790",91,10823,49,0,"TEXAS",200,"TOWER",0.4448,-0.1526,-127.60378,548,60,0.745
"6791",91,6754,67,0,"UTAH",100,"MOSS",-0.3555,0.243,-128.21863,435,62,0.758
"6792",91,645,67,0,"UTAH",200,"BENNETT",0.4793,-0.4403,-143.68466,519,68,0.695
"6793",91,7637,6,0,"VERMONT",200,"PROUTY",0.1628,-0.6398,-170.68643,470,84,0.6
"6794",91,52,6,0,"VERMONT",200,"AIKEN",0.0848,-0.5141,-251.55443,492,135,0.696
"6795",91,10802,40,0,"VIRGINI",100,"BYRD  H.",0.0656,0.8814,-189.65366,524,89,0.715
"6796",91,11206,40,0,"VIRGINI",100,"SPONG",-0.17,0.525,-182.35683,543,93,0.715
"6797",91,5913,73,0,"WASHING",100,"MAGNUSON",-0.3045,0.2827,-176.08466,524,77,0.708
"6798",91,4851,73,0,"WASHING",100,"JACKSON",-0.2627,0.1287,-190.72371,553,85,0.729
"6799",91,7722,56,0,"WEST VI",100,"RANDOLPH",-0.2457,0.3255,-174.79277,553,71,0.666
"6800",91,1366,56,0,"WEST VI",100,"BYRD  R.",-0.2393,0.615,-223.16466,550,114,0.679
"6801",91,7638,25,0,"WISCONS",100,"PROXMIRE",-0.509,0.6953,-215.92706,557,89,0.796
"6802",91,10816,25,0,"WISCONS",100,"NELSON",-0.5605,0.3594,-116.7505,512,46,0.827
"6803",91,11202,68,0,"WYOMING",200,"HANSEN",0.4924,-0.2832,-102.07257,538,43,0.617
"6804",91,6249,68,0,"WYOMING",100,"MCGEE",-0.1879,0.1432,-207.49899,430,96,0.809
"6805",92,99904,99,0,"USA",200,"NIXON",0.4674,-0.8841,-24.84738,117,10,0.709
"6806",92,8764,41,0,"ALABAMA",100,"SPARKMAN J",-0.1278,0.7188,-206.33182,600,91,0.718
"6807",92,12100,41,0,"ALABAMA",100,"ALLEN J",0.0348,0.9953,-255.63565,771,126,0.699
"6808",92,12105,81,0,"ALASKA",100,"GRAVEL M",-0.3516,0.207,-226.75395,633,105,0.607
"6809",92,12109,81,0,"ALASKA",200,"STEVENS T",0.1483,-0.7175,-354.20056,710,186,0.877
"6810",92,10804,61,0,"ARIZONA",200,"FANNIN P",0.5256,-0.181,-94.03966,714,39,0.798
"6811",92,3658,61,0,"ARIZONA",200,"GOLDWATER B",0.6484,-0.5947,-101.73396,450,46,0.708
"6812",92,6151,42,0,"ARKANSA",100,"MCCLELLAN J",0.0452,0.6694,-222.17197,643,112,0.685
"6813",92,3388,42,0,"ARKANSA",100,"FULBRIGHT J",-0.6622,1.3541,-254.60626,673,118,0.787
"6814",92,10777,71,0,"CALIFOR",100,"TUNNEY J",-0.2903,-0.2164,-179.26854,747,84,0.793
"6815",92,12103,71,0,"CALIFOR",100,"CRANSTON A",-0.36,0.0473,-167.64403,723,70,0.798
"6816",92,142,62,0,"COLORAD",200,"ALLOTT G",0.3274,-0.5151,-144.05003,638,60,0.779
"6817",92,10514,62,0,"COLORAD",200,"DOMINICK P",0.3478,-0.5467,-171.21642,684,77,0.749
"6818",92,7847,1,0,"CONNECT",100,"RIBICOFF A",-0.3274,-0.1715,-208.00331,720,86,0.646
"6819",92,12032,1,0,"CONNECT",200,"WEICKER L",0.1652,-0.8489,-293.34863,672,141,0.75
"6820",92,823,11,0,"DELAWAR",200,"BOGGS J",0.1597,-0.6762,-214.29504,746,84,0.656
"6821",92,11044,11,0,"DELAWAR",200,"ROTH W",0.3022,-0.6508,-325.02606,771,147,0.841
"6822",92,10593,43,0,"FLORIDA",200,"GURNEY E",0.3067,-0.0853,-129.4276,749,50,0.617
"6823",92,13101,43,0,"FLORIDA",100,"CHILES L",-0.2125,0.5714,-328.31018,680,155,0.781
"6824",92,9174,44,0,"GEORGIA",100,"TALMADGE H",-0.0718,0.8897,-184.75639,746,75,0.736
"6825",92,13103,44,0,"GEORGIA",100,"GAMBRELL D",-0.1246,0.6801,-224.72878,732,102,0.711
"6826",92,3255,82,0,"HAWAII",200,"FONG H",0.1834,-0.5757,-244.9095,718,116,0.756
"6827",92,4812,82,0,"HAWAII",100,"INOUYE D",-0.3008,0.1243,-182.5242,653,89,0.747
"6828",92,10807,63,0,"IDAHO",200,"JORDAN L",0.2999,-0.443,-208.99132,716,84,0.744
"6829",92,1721,63,0,"IDAHO",100,"CHURCH F",-0.3586,0.415,-198.8699,671,87,0.761
"6830",92,13102,21,0,"ILLINOI",100,"STEVENSON A",-0.3333,-0.088,-212.4747,778,85,0.746
"6831",92,11205,21,0,"ILLINOI",200,"PERCY C",0.0515,-0.8822,-216.87401,740,86,0.732
"6832",92,4154,22,0,"INDIANA",100,"HARTKE V",-0.4212,0.4138,-167.01083,536,80,0.797
"6833",92,10800,22,0,"INDIANA",100,"BAYH B",-0.3963,0.1854,-144.76657,638,59,0.715
"6834",92,10812,31,0,"IOWA",200,"MILLER J",0.2494,-0.5038,-248.22142,741,116,0.816
"6835",92,12106,31,0,"IOWA",100,"HUGHES H",-0.5508,0.379,-148.02032,727,61,0.788
"6836",92,10513,32,0,"KANSAS",200,"DOLE R",0.2602,-0.4519,-169.78102,714,66,0.689
"6837",92,10817,32,0,"KANSAS",200,"PEARSON J",0.0901,-0.5201,-268.27039,720,139,0.613
"6838",92,12102,51,0,"KENTUCK",200,"COOK M",0.137,-0.508,-350.22028,715,171,0.574
"6839",92,2052,51,0,"KENTUCK",200,"COOPER J",0.1195,-0.6143,-409.05832,738,190,0.734
"6840",92,2901,45,0,"LOUISIA",100,"ELLENDER A",-0.0428,1.0891,-161.18474,522,79,0.714
"6841",92,5767,45,0,"LOUISIA",100,"LONG R",-0.1316,0.8186,-219.83891,652,109,0.76
"6842",92,13104,45,0,"LOUISIA",100,"EDWARDS E",-0.057,0.771,-32.17506,117,14,0.681
"6843",92,8666,2,0,"MAINE",200,"SMITH M",0.1318,-0.3988,-300.39319,781,138,0.814
"6844",92,6831,2,0,"MAINE",100,"MUSKIE E",-0.3829,0.0905,-94.8148,462,43,0.727
"6845",92,12002,52,0,"MARYLAN",200,"BEALL G",0.171,-0.668,-240.90981,754,100,0.717
"6846",92,10535,52,0,"MARYLAN",200,"MATHIAS C",-0.08,-0.9305,-232.99289,700,114,0.793
"6847",92,11201,3,0,"MASSACH",200,"BROOKE E",-0.1371,-0.9559,-176.52353,762,83,0.807
"6848",92,10808,3,0,"MASSACH",100,"KENNEDY E",-0.4649,-0.2822,-142.37666,665,62,0.824
"6849",92,4148,23,0,"MICHIGA",100,"HART P",-0.4621,-0.193,-140.12132,725,62,0.7
"6850",92,3824,23,0,"MICHIGA",200,"GRIFFIN R",0.3275,-0.8202,-230.84619,646,116,0.853
"6851",92,10813,33,0,"MINNESO",100,"MONDALE W",-0.4304,-0.068,-114.23902,718,52,0.818
"6852",92,4728,33,0,"MINNESO",100,"HUMPHREY H",-0.354,-0.0259,-135.9247,675,65,0.775
"6853",92,8883,46,0,"MISSISS",100,"STENNIS J",-0.0369,0.8647,-188.5963,740,86,0.824
"6854",92,2822,46,0,"MISSISS",100,"EASTLAND J",0.0708,0.8605,-130.14037,671,54,0.764
"6855",92,12104,34,0,"MISSOUR",100,"EAGLETON T",-0.3678,0.3163,-171.88033,638,78,0.739
"6856",92,9141,34,0,"MISSOUR",100,"SYMINGTON S",-0.3202,0.3865,-230.81325,763,94,0.688
"6857",92,6442,64,0,"MONTANA",100,"METCALF L",-0.475,0.5752,-205.19699,549,77,0.683
"6858",92,5967,64,0,"MONTANA",100,"MANSFIELD M",-0.5099,0.7182,-270.61429,710,125,0.863
"6859",92,4660,35,0,"NEBRASK",200,"HRUSKA R",0.425,-0.2345,-108.85902,736,45,0.822
"6860",92,2267,35,0,"NEBRASK",200,"CURTIS C",0.5091,-0.2342,-150.51611,767,70,0.711
"6861",92,1482,65,0,"NEVADA",100,"CANNON H",-0.1812,0.4803,-227.49333,667,102,0.742
"6862",92,688,65,0,"NEVADA",100,"BIBLE A",-0.2011,0.5574,-219.53891,737,85,0.687
"6863",92,10810,4,0,"NEW HAM",100,"MCINTYRE T",-0.2838,0.1966,-226.73216,605,125,0.762
"6864",92,2087,4,0,"NEW HAM",200,"COTTON N",0.431,-0.4147,-183.10132,675,81,0.804
"6865",92,1569,12,0,"NEW JER",200,"CASE C",-0.2384,-0.9631,-165.98758,760,77,0.846
"6866",92,10147,12,0,"NEW JER",100,"WILLIAMS H",-0.3441,-0.2866,-119.61211,714,51,0.676
"6867",92,165,66,0,"NEW MEX",100,"ANDERSON C",-0.169,0.1823,-240.14969,613,104,0.729
"6868",92,6611,66,0,"NEW MEX",100,"MONTOYA J",-0.2273,0.257,-221.33821,700,104,0.79
"6869",92,4898,13,0,"NEW YOR",200,"JAVITS J",-0.1698,-0.9865,-165.7719,705,73,0.731
"6870",92,13100,13,0,"NEW YOR",112,"BUCKLEY J",0.496,-0.7287,-215.75929,690,104,0.748
"6871",92,2987,47,0,"NORTH C",100,"ERVIN S",-0.0028,1.1493,-219.15007,755,100,0.758
"6872",92,5073,47,0,"NORTH C",100,"JORDAN B",-0.0944,0.834,-171.95564,622,71,0.75
"6873",92,1252,36,0,"NORTH D",100,"BURDICK Q",-0.3536,0.4316,-218.79228,759,96,0.689
"6874",92,10450,36,0,"NORTH D",200,"YOUNG M",0.1617,0.0164,-267.30084,717,112,0.639
"6875",92,12108,24,0,"OHIO",200,"SAXBE W",0.254,-0.9672,-241.62975,540,120,0.694
"6876",92,10630,24,0,"OHIO",200,"TAFT R",0.262,-0.959,-250.16496,684,106,0.657
"6877",92,12101,53,0,"OKLAHOM",200,"BELLMON H",0.3463,-0.7278,-256.62411,610,107,0.778
"6878",92,10805,53,0,"OKLAHOM",100,"HARRIS F",-0.3971,0.2796,-105.41331,420,43,0.582
"6879",92,11203,72,0,"OREGON",200,"HATFIELD M",0.0804,-0.9851,-407.14371,753,206,0.66
"6880",92,12107,72,0,"OREGON",200,"PACKWOOD B",0.1324,-0.8071,-286.39865,690,136,0.725
"6881",92,10557,14,0,"PENNSYL",200,"SCHWEIKER R",-0.073,-0.6574,-250.32527,778,103,0.735
"6882",92,8301,14,0,"PENNSYL",200,"SCOTT H",0.1439,-0.8192,-229.43854,746,108,0.697
"6883",92,7229,5,0,"RHODE I",100,"PASTORE J",-0.2506,-0.0058,-278.86978,772,145,0.757
"6884",92,10818,5,0,"RHODE I",100,"PELL C",-0.3178,-0.1559,-183.33955,659,85,0.668
"6885",92,11204,48,0,"SOUTH C",100,"HOLLINGS E",-0.246,0.9213,-276.73602,685,140,0.829
"6886",92,9369,48,0,"SOUTH C",200,"THURMOND S",0.4071,0.1004,-143.86133,769,62,0.87
"6887",92,6256,37,0,"SOUTH D",100,"MCGOVERN G",-0.548,0.3612,-69.48386,497,26,0.833
"6888",92,6796,37,0,"SOUTH D",200,"MUNDT K",0.2814,-0.2665,-18.22093,100,9,0.727
"6889",92,10571,54,0,"TENNESS",200,"BROCK W",0.3652,-0.5336,-199.33641,626,86,0.72
"6890",92,11200,54,0,"TENNESS",200,"BAKER H",0.2602,-0.5098,-181.38568,552,80,0.806
"6891",92,10823,49,0,"TEXAS",200,"TOWER J",0.4349,-0.2051,-166.00096,770,70,0.713
"6892",92,660,49,0,"TEXAS",100,"BENTSEN L",-0.1367,0.3961,-240.56076,710,115,0.741
"6893",92,6754,67,0,"UTAH",100,"MOSS F",-0.3332,0.22,-200.45816,669,93,0.81
"6894",92,645,67,0,"UTAH",200,"BENNETT W",0.4937,-0.4441,-145.32324,688,64,0.649
"6895",92,52,6,0,"VERMONT",200,"AIKEN G",0.0903,-0.5275,-322.52841,747,158,0.733
"6896",92,7637,6,0,"VERMONT",200,"PROUTY W",0.1589,-0.6566,-38.19324,123,15,0.717
"6897",92,10562,6,0,"VERMONT",200,"STAFFORD R",0.0328,-0.6387,-187.86732,565,78,0.694
"6898",92,11206,40,0,"VIRGINI",100,"SPONG W",-0.17,0.525,-263.97971,724,125,0.726
"6899",92,10802,40,0,"VIRGINI",328,"BYRD  H.",0.0888,0.9188,-243.54919,759,119,0.735
"6900",92,5913,73,0,"WASHING",100,"MAGNUSON W",-0.3093,0.3043,-233.03554,756,114,0.65
"6901",92,4851,73,0,"WASHING",100,"JACKSON H",-0.2626,0.1374,-333.94101,774,149,0.704
"6902",92,7722,56,0,"WEST VI",100,"RANDOLPH J",-0.243,0.367,-273.93524,780,140,0.677
"6903",92,1366,56,0,"WEST VI",100,"BYRD  R.",-0.2469,0.6356,-301.53366,774,148,0.796
"6904",92,10816,25,0,"WISCONS",100,"NELSON G",-0.5484,0.3914,-175.81178,769,77,0.694
"6905",92,7638,25,0,"WISCONS",100,"PROXMIRE W",-0.5088,0.8057,-286.47137,783,139,0.872
"6906",92,11202,68,0,"WYOMING",200,"HANSEN C",0.4868,-0.268,-95.08527,692,40,0.612
"6907",92,6249,68,0,"WYOMING",100,"MCGEE G",-0.1647,0.1187,-267.59052,545,122,0.706
"6908",93,99904,99,0,"USA",200,"NIXON",0.4674,-0.8841,-79.81763,229,34,0.399
"6909",93,99905,99,0,"USA",200,"FORD",0.369,-0.9294,-56.0441,61,26,0.675
"6910",93,8764,41,0,"ALABAMA",100,"SPARKMAN J",-0.1238,0.7193,-312.68439,795,150,0.685
"6911",93,12100,41,0,"ALABAMA",100,"ALLEN J",0.0646,0.9979,-353.13351,934,176,0.679
"6912",93,12105,81,0,"ALASKA",100,"GRAVEL M",-0.2895,0.1327,-266.75354,690,114,0.678
"6913",93,12109,81,0,"ALASKA",200,"STEVENS T",0.1531,-0.7024,-359.56516,925,159,0.749
"6914",93,3658,61,0,"ARIZONA",200,"GOLDWATER B",0.6457,-0.6618,-197.99574,685,84,0.833
"6915",93,10804,61,0,"ARIZONA",200,"FANNIN P",0.5614,-0.1646,-165.28276,902,63,0.717
"6916",93,6151,42,0,"ARKANSA",100,"MCCLELLAN J",0.0322,0.6697,-315.13953,946,157,0.64
